Date,Zone Name,No. of Camp,Nos Attended,No of ILI cases,ILI %,
2020-10-25,KODAMBAKKAM,8,353,0,0%,0
2020-10-25,VALASARAVAKKAM,22,606,14,2%,14
2020-10-25,ALANDUR,22,288,2,1%,2
2020-10-25,ADYAR,26,596,75,13%,75
2020-10-25,PERUNGUDI,12,342,48,14%,48
2020-10-25,SOZHINGANALLUR,9,148,0,0%,0
2020-10-26,THIRUVOTTIYUR,13,322,33,10%,33
2020-10-26,MANALI,4,232,16,7%,16
2020-10-26,MADHAVARAM,15,563,13,2%,13
2020-10-26,TONDIARPET,37,1199,39,3%,39
2020-10-26,ROYAPURAM,29,1003,28,3%,28
2020-10-26,THIRU VI KA NAGAR,32,1196,32,3%,32
2020-10-26,AMBATTUR,22,700,4,1%,4
2020-10-26,ANNA NAGAR,29,937,22,2%,22
2020-10-26,TEYNAMPET,49,1527,130,9%,130
2020-10-26,KODAMBAKKAM,11,576,0,0%,0
2020-10-26,VALASARAVAKKAM,21,890,22,2%,22
2020-10-26,ALANDUR,28,675,10,1%,10
2020-10-26,ADYAR,25,1019,106,10%,106
2020-10-26,PERUNGUDI,16,467,43,9%,43
2020-10-26,SOZHINGANALLUR,15,828,12,1%,12
2020-10-27,THIRUVOTTIYUR,12,601,31,5%,31
2020-10-27,MANALI,4,365,15,4%,15
2020-10-27,MADHAVARAM,12,711,10,1%,10
2020-10-27,TONDIARPET,36,1616,34,2%,34
2020-10-27,ROYAPURAM,27,1554,15,1%,15
2020-10-27,THIRU VI KA NAGAR,32,2138,39,2%,39
2020-10-27,AMBATTUR,26,1099,7,1%,7
2020-10-27,ANNA NAGAR,45,2091,51,2%,51
2020-10-27,TEYNAMPET,49,2158,206,10%,206
2020-10-27,KODAMBAKKAM,13,730,6,1%,6
2020-10-27,VALASARAVAKKAM,23,1260,36,3%,36
2020-10-27,ALANDUR,28,818,24,3%,24
2020-10-27,ADYAR,34,1892,119,6%,119
2020-10-27,PERUNGUDI,15,398,69,17%,69
2020-10-27,SOZHINGANALLUR,17,945,18,2%,18
2020-10-28,THIRUVOTTIYUR,13,666,26,4%,26
2020-10-28,MANALI,4,412,11,3%,11
2020-10-28,MADHAVARAM,14,882,15,2%,15
2020-10-28,TONDIARPET,33,1402,25,2%,25
2020-10-28,ROYAPURAM,28,1903,24,1%,24
2020-10-28,THIRU VI KA NAGAR,29,2183,70,3%,70
2020-10-28,AMBATTUR,27,1163,9,1%,9
2020-10-28,ANNA NAGAR,38,1831,45,2%,45
2020-10-28,TEYNAMPET,49,2167,141,7%,141
2020-10-28,KODAMBAKKAM,14,555,6,1%,6
2020-10-28,VALASARAVAKKAM,27,1439,34,2%,34
2020-10-28,ALANDUR,22,989,23,2%,23
2020-10-28,ADYAR,33,1947,131,7%,131
2020-10-28,PERUNGUDI,22,586,90,15%,90
2020-10-28,SOZHINGANALLUR,17,982,12,1%,12
